"Merck KGaA, Darmstadt, Germany",275
University of Roma La Sapienza,273
Centers for Disease Control and Prevention,272
MedImmune LLC,272
"University Hospital, Geneva",269
National Eye Institute (NEI),267
Chinese PLA General Hospital,266
Montefiore Medical Center,266
National Center for Research Resources (NCRR),265
"Rutgers, The State University of New Jersey",262
Laval University,262
Rush University Medical Center,261
"University Hospital, Rouen",260
King's College London,260
University of Oklahoma,260
UNC Lineberger Comprehensive Cancer Center,259
"Institut National de la Santé Et de la Recherche Médicale, France",258
UMC Utrecht,257
University of Kansas Medical Center,257
McGill University Health Centre/Research Institute of the McGill University Health Centre,257
University of South Florida,256
Heidelberg University,256
Academisch Medisch Centrum - Universiteit van Amsterdam (AMC-UvA),255
China Medical University Hospital,255
Boston Medical Center,254
Cliniques universitaires Saint-Luc- Université Catholique de Louvain,252
Universitätsklinikum Hamburg-Eppendorf,249
London School of Hygiene and Tropical Medicine,247
UCB Pharma,247
Hvidovre University Hospital,246
University of Missouri-Columbia,244
Johns Hopkins Bloomberg School of Public Health,244
Seoul National University Bundang Hospital,242
University of Cincinnati,239
Uppsala University,238
Zimmer Biomet,235
University of Michigan Rogel Cancer Center,234
"Second Affiliated Hospital, School of Medicine, Zhejiang University",233
"Masonic Cancer Center, University of Minnesota",231
Georgetown University,231
The Hong Kong Polytechnic University,230
Peking University People's Hospital,230
"Daiichi Sankyo, Inc.",228
Technische Universität München,228
KU Leuven,227
Centre for Addiction and Mental Health,226
"AbbVie (prior sponsor, Abbott)",226
Dr. Reddy's Laboratories Limited,223
Ipsen,223
University of Louisville,222
Queen's University,222
Chinese Academy of Medical Sciences,222
Nestlé,222
University of New Mexico,221
Ohio State University Comprehensive Cancer Center,221
"Millennium Pharmaceuticals, Inc.",221
Thomas Jefferson University,221
"HaEmek Medical Center, Israel",219
National Center for Complementary and Integrative Health (NCCIH),218
Shanghai Jiao Tong University School of Medicine,217
ViiV Healthcare,217
Loma Linda University,216
Ferring Pharmaceuticals,216
Hospital Clinic of Barcelona,216
Centre hospitalier de l'Université de Montréal (CHUM),214
Shanghai Zhongshan Hospital,213
Federico II University,213
Boston University,213
Fondation Ophtalmologique Adolphe de Rothschild,211
Regeneron Pharmaceuticals,211
"Taipei Veterans General Hospital, Taiwan",210
Bispebjerg Hospital,208
Helsinki University Central Hospital,207
"Bausch Health Americas, Inc.",207
Royal Marsden NHS Foundation Trust,206
University of Southern Denmark,206
Peking University,206
Xijing Hospital,206
Fundació Institut de Recerca de l'Hospital de la Santa Creu i Sant Pau,205
Turku University Hospital,201
Gynecologic Oncology Group,201
Hamilton Health Sciences Corporation,201
Universitair Ziekenhuis Brussel,200
RWTH Aachen University,200
Postgraduate Institute of Medical Education and Research,200
Istanbul University,200
Groupe Hospitalier Paris Saint Joseph,199
University Hospitals Cleveland Medical Center,199
Far Eastern Memorial Hospital,199
Assaf-Harofeh Medical Center,199
Haukeland University Hospital,197
Karolinska University Hospital,196
Technische Universität Dresden,196
RenJi Hospital,196
National Human Genome Research Institute (NHGRI),196
Tehran University of Medical Sciences,196
Pennington Biomedical Research Center,195
CHU de Reims,195
LEO Pharma,195
"University Hospital, Limoges",194
"Otsuka Pharmaceutical Development & Commercialization, Inc.",193
Vanderbilt-Ingram Cancer Center,192
University of Erlangen-Nürnberg Medical School,190
Chong Kun Dang Pharmaceutical,190
Poitiers University Hospital,189
Aga Khan University,189
Catholic University of the Sacred Heart,188
Region Skane,188
Göteborg University,186
Medical University of Warsaw,185
"University Hospital, Tours",185
Erasmus Medical Center,180
Université de Sherbrooke,180
University of Iowa,180
Nanfang Hospital of Southern Medical University,179
University of Saskatchewan,179
"The University of Texas Medical Branch, Galveston",178
Henry Ford Health System,178
Medtronic Cardiac Rhythm and Heart Failure,178
Eastern Cooperative Oncology Group,177
"University of Massachusetts, Worcester",176
Shahid Beheshti University of Medical Sciences,175
"Sahlgrenska University Hospital, Sweden",175
Shandong University,175
Hopital Foch,175
"Gustave Roussy, Cancer Campus, Grand Paris",175
VU University Medical Center,174
OHSU Knight Cancer Institute,173
H. Lundbeck A/S,173
University Ghent,172
Guy's and St Thomas' NHS Foundation Trust,172
"SCRI Development Innovations, LLC",171
Nationwide Children's Hospital,171
Teva Pharmaceuticals USA,171
National Institute of Environmental Health Sciences (NIEHS),171
Umeå University,170
Albert Einstein College of Medicine,169
Wayne State University,169
Ludwig-Maximilians - University of Munich,169
Forest Laboratories,169
Fox Chase Cancer Center,168
"National Cancer Center, Korea",168
Temple University,168
"Hospital for Special Surgery, New York",167
Brown University,167
Lund University,166
Sheffield Teaching Hospitals NHS Foundation Trust,166
University of Vermont,166
University of Cologne,165
Novartis Vaccines,165
Ruijin Hospital,165
Indonesia University,165
Chulalongkorn University,165
Singapore General Hospital,165
Tufts University,164
Incyte Corporation,164
Johann Wolfgang Goethe University Hospital,163
Tanta University,163
Bausch & Lomb Incorporated,163
Shaare Zedek Medical Center,163
Sidney Kimmel Cancer Center at Thomas Jefferson University,162
Kaohsiung Medical University Chung-Ho Memorial Hospital,162
University of Texas at Austin,162
Aarhus University Hospital,161
Herlev Hospital,159
Zealand University Hospital,159
UNICANCER,159
UConn Health,157
Taipei Medical University WanFang Hospital,156
Penn State University,156
McGill University,155
Radiation Therapy Oncology Group,155
"Johnson & Johnson Vision Care, Inc.",153
Mylan Pharmaceuticals,153
"Institute of Liver and Biliary Sciences, India",152
University of Liege,152
National Institute on Aging (NIA),152
Nova Scotia Health Authority,151
Medtronic - MITG,151
Baylor Research Institute,150
"Astellas Pharma Global Development, Inc.",150
Leiden University Medical Center,150
Peking University Third Hospital,150
AHS Cancer Control Alberta,150
Vertex Pharmaceuticals Incorporated,150
University Medical Centre Ljubljana,149
Hospital Universitari Vall d'Hebron Research Institute,149
University of Leeds,149
Hannover Medical School,149
Seattle Children's Hospital,147
"International Centre for Diarrhoeal Disease Research, Bangladesh",146
The Netherlands Cancer Institute,146
U.S. Army Medical Research and Development Command,146
Children's Mercy Hospital Kansas City,146
University of Malaya,145
The Miriam Hospital,145
Aristotle University Of Thessaloniki,145
Istituto Clinico Humanitas,144
University of Birmingham,142
University of Nove de Julho,141
Institut Paoli-Calmettes,140
Barbara Ann Karmanos Cancer Institute,139
Mitsubishi Tanabe Pharma Corporation,139
Soroka University Medical Center,139
"University of Campinas, Brazil",139
Alexion Pharmaceuticals,138
"Eisai Co., Ltd.",138
Ajou University School of Medicine,138
University Hospital Muenster,138
University of Valencia,138
Sunovion,138
Stony Brook University,137
West China Hospital,137
Changhai Hospital,137
IRCCS San Raffaele,137
Mclean Hospital,137
State University of New York at Buffalo,137
First Affiliated Hospital Xi'an Jiaotong University,136
NHS Greater Glasgow and Clyde,136
Capital Medical University,136
Tufts Medical Center,136
Actelion,136
Hanmi Pharmaceutical Company Limited,135
Rhode Island Hospital,135
"Western University, Canada",135
Zagazig University,135
St. Louis University,135
Queen Mary University of London,135
Universidade Federal de Pernambuco,134
Tampere University Hospital,134
Chiesi Farmaceutici S.p.A.,133
French National Institute for Health and Medical Research-French National Agency for Research on AIDS and Viral Hepatitis (Inserm-ANRS),133
Bezmialem Vakif University,132
Huazhong University of Science and Technology,130
Centre Hospitalier Universitaire Vaudois,130
Augusta University,130
State University of New York - Upstate Medical University,130
University of Oslo,130
Centre Leon Berard,129
Universidad de Granada,128
Peking University First Hospital,128
Hasselt University,128
Shanghai Mental Health Center,127
University of Milan,127
Isfahan University of Medical Sciences,127
Riphah International University,127
"University Hospital, Gentofte, Copenhagen",127
The First Affiliated Hospital with Nanjing Medical University,126
Ottawa Heart Institute Research Corporation,126
The Catholic University of Korea,125
Arizona State University,125
"Xinhua Hospital, Shanghai Jiao Tong University School of Medicine",125
Marmara University,125
Purdue University,125
Abbott Nutrition,124
"All India Institute of Medical Sciences, New Delhi",124
GE Healthcare,124
Swiss Group for Clinical Cancer Research,124
Parc de Salut Mar,124
Children's Hospital of Fudan University,123
Sandoz,123
St. Justine's Hospital,122
Cambridge University Hospitals NHS Foundation Trust,122
Kasr El Aini Hospital,122
"University of Turin, Italy",122
National Cheng-Kung University Hospital,122
University of Illinois at Urbana-Champaign,121
Khon Kaen University,121
"Otsuka Pharmaceutical Co., Ltd.",121
"Air Force Military Medical University, China",120
Bial - Portela C S.A.,120
Ann & Robert H Lurie Children's Hospital of Chicago,120
Swiss Federal Institute of Technology,120
University Hospital Schleswig-Holstein,120
St. Olavs Hospital,119
"University Hospital, Antwerp",119
Harvard School of Public Health,118
University of Manchester,118
Tianjin Medical University Cancer Institute and Hospital,118
University of Leipzig,118
British Columbia Cancer Agency,117
Johannes Gutenberg University Mainz,117
Gazi University,117
University of Oulu,117
"Fuda Cancer Hospital, Guangzhou",116
University of Bern,116
NCIC Clinical Trials Group,116
"Chia Tai Tianqing Pharmaceutical Group Co., Ltd.",116
Zhejiang University,116
American University of Beirut Medical Center,115
Federal University of Minas Gerais,114
University of Ulm,113
Kanuni Sultan Suleyman Training and Research Hospital,113
Creighton University,113
Coloplast A/S,113
University of Padova,112
Corporacion Parc Tauli,112
University of Athens,111
Baxalta now part of Shire,111
Centre Oscar Lambret,111
Janssen Pharmaceutical K.K.,110
University Hospital Heidelberg,110
HealthPartners Institute,110
Loyola University,109
"Coopervision, Inc.",108
"Heinrich-Heine University, Duesseldorf",108
Nanjing Medical University,108
Atrium Health,108
Rockefeller University,108
University of Dundee,108
Institut du Cancer de Montpellier - Val d'Aurelle,108
Bayside Health,108
"Kyowa Kirin Co., Ltd.",107
"Teva Branded Pharmaceutical Products R&D, Inc.",107
Ege University,107
"Mount Sinai Hospital, Canada",107
Vastra Gotaland Region,107
Medical University Innsbruck,107
University of Aberdeen,106
Jordi Gol i Gurina Foundation,106
"University Hospital, Bonn",106
University Hospital of North Norway,106
Medstar Health Research Institute,106
William Beaumont Hospitals,106
University Medicine Greifswald,106
University of Chile,105
University of Medicine and Dentistry of New Jersey,105
Royal Brompton & Harefield NHS Foundation Trust,105
Erasme University Hospital,105
Meshalkin Research Institute of Pathology of Circulation,105
Carmel Medical Center,105
Aalborg University Hospital,104
Huashan Hospital,104
University of Leicester,104
Zhejiang Cancer Hospital,104
Baxter Healthcare Corporation,104
Gynuity Health Projects,103
CSL Behring,103
"Fondazione IRCCS Istituto Nazionale dei Tumori, Milano",103
Istituto Ortopedico Rizzoli,103
Wake Forest University,103
"Intermountain Health Care, Inc.",102
Kuopio University Hospital,102
University of Lausanne Hospitals,102
Linkoeping University,102
Pontificia Universidad Catolica de Chile,102
Azienda Ospedaliera Universitaria di Bologna Policlinico S. Orsola Malpighi,101
University of Bergen,101
University of Tennessee,101
Wageningen University,100
Tongji Hospital,100
Daewoong Pharmaceutical Co. LTD.,100
CHU de Quebec-Universite Laval,100
Ranbaxy Laboratories Limited,100
George Washington University,99
Roxane Laboratories,99
Makerere University,99
Jaeb Center for Health Research,99
National Jewish Health,99
Ain Shams Maternity Hospital,99
Beijing Cancer Hospital,99
Shiraz University of Medical Sciences,98
"Samuel Lunenfeld Research Institute, Mount Sinai Hospital",98
Universidade Federal do Rio de Janeiro,98
University of Helsinki,98
Instituto Nacional de Ciencias Medicas y Nutricion Salvador Zubiran,97
Florida State University,97
St. Joseph's Healthcare Hamilton,97
"Glostrup University Hospital, Copenhagen",96
Guangdong Provincial People's Hospital,96
Ruhr University of Bochum,96
Deutsches Herzzentrum Muenchen,96
National Institute on Alcohol Abuse and Alcoholism (NIAAA),96
University of South Carolina,95
Actavis Inc.,95
Children's Hospital Los Angeles,95
"University of Maryland, College Park",95
Northumbria University,95
Institut Bergonié,95
Gruppo Italiano Malattie EMatologiche dell'Adulto,95
Endo Pharmaceuticals,95
Indiana University School of Medicine,95
EMD Serono,94
Case Western Reserve University,94
Barts & The London NHS Trust,94
Astellas Pharma Europe B.V.,93
Idorsia Pharmaceuticals Ltd.,93
Wolfson Medical Center,93
Ankara University,93
Shirley Ryan AbilityLab,93
Arkansas Children's Hospital Research Institute,93
French National Agency for Research on AIDS and Viral Hepatitis,93
"University of Campania ""Luigi Vanvitelli""",92
Baskent University,92
Mallinckrodt,92
Danish Headache Center,92
ECOG-ACRIN Cancer Research Group,92
"Smith & Nephew, Inc.",92
TC Erciyes University,92
National Institute of Arthritis and Musculoskeletal and Skin Diseases (NIAMS),92
Mario Negri Institute for Pharmacological Research,91
University of Bologna,91
University of Mississippi Medical Center,91
University of Cape Town,90
Seagen Inc.,90
Edwards Lifesciences,90
National Institute of Dental and Craniofacial Research (NIDCR),90
Children's Healthcare of Atlanta,90
Galapagos NV,89
Kessler Foundation,89
Taichung Veterans General Hospital,89
"Orion Corporation, Orion Pharma",89
Beijing Tiantan Hospital,88
"First Affiliated Hospital, Sun Yat-Sen University",88
University Hospital Southampton NHS Foundation Trust,88
PATH,87
"National University, Singapore",87
Fondazione Policlinico Universitario Agostino Gemelli IRCCS,87
"Institute of Cancer Research, United Kingdom",87
Taipei Medical University,87
West Virginia University,87
BioMarin Pharmaceutical,87
Guang'anmen Hospital of China Academy of Chinese Medical Sciences,86
Aalborg University,86
PETHEMA Foundation,86
King's College Hospital NHS Trust,86
Nemours Children's Clinic,86
Butler Hospital,86
Solvay Pharmaceuticals,86
Royan Institute,85
RAND,85
Gachon University Gil Medical Center,85
Dokuz Eylul University,85
University of Turku,84
Mashhad University of Medical Sciences,84
Maastricht Radiation Oncology,84
"National Health Research Institutes, Taiwan",84
Manchester University NHS Foundation Trust,84
Damascus University,83
University of Glasgow,83
TriHealth Inc.,83
Population Health Research Institute,83
Inje University,83
"Charles University, Czech Republic",83
Université de Montréal,83
Chonbuk National University Hospital,82
"Third Affiliated Hospital, Sun Yat-Sen University",82
C. R. Bard,82
"Southeast University, China",82
Federal University of Rio Grande do Sul,82
Cephalon,82
Teva Pharmaceutical Industries,82
Institut Curie,81
Texas Tech University Health Sciences Center,81
Michigan State University,81
"St George's, University of London",81
Medtronic Bakken Research Center,80
IRCCS Policlinico S. Matteo,80
University of Reading,80
Benha University,80
Philipps University Marburg Medical Center,80
Jewish General Hospital,80
Inonu University,80
BeiGene,80
Federal University of Health Science of Porto Alegre,79
"University Hospital, Linkoeping",79
LG Life Sciences,79
University of Connecticut,79
Hospital Italiano de Buenos Aires,78
Universita di Verona,78
"Boryung Pharmaceutical Co., Ltd",78
Chiang Mai University,78
Lille Catholic University,78
Christiana Care Health Services,78
KK Women's and Children's Hospital,78
"Fondazione IRCCS Ca' Granda, Ospedale Maggiore Policlinico",78
Centre Francois Baclesse,77
University Hospital Ostrava,77
University of Cambridge,77
Galderma,77
"Ionis Pharmaceuticals, Inc.",77
Ullevaal University Hospital,77
"Tibotec Pharmaceuticals, Ireland",77
National Yang Ming University,77
Prince of Songkla University,77
Tata Memorial Hospital,76
Rijnstate Hospital,76
Rothman Institute Orthopaedics,76
University of Jena,76
Institut Claudius Regaud,76
Hospital Israelita Albert Einstein,76
University Hospital Freiburg,76
Seung-Jung Park,76
Kirby Institute,76
Universitätsmedizin Mannheim,76
King Faisal Specialist Hospital & Research Center,76
Shanghai University of Traditional Chinese Medicine,75
"Chinese Academy of Medical Sciences, Fuwai Hospital",75
Zhujiang Hospital,75
Vrije Universiteit Brussel,75
Ziv Hospital,75
Brooke Army Medical Center,75
Minia University,75
Fondazione Don Carlo Gnocchi Onlus,75
"Centocor, Inc.",75
Tri-Service General Hospital,74
University of Kentucky,74
Cook Group Incorporated,74
King Saud University,74
Yuhan Corporation,74
China National Center for Cardiovascular Diseases,74
Konkuk University Medical Center,74
"Clinica Universidad de Navarra, Universidad de Navarra",74
"Janssen Korea, Ltd., Korea",74
Bnai Zion Medical Center,74
"University Hospital, Akershus",74
Alexandria University,74
Pamukkale University,74
Spaulding Rehabilitation Hospital,74
MetroHealth Medical Center,74
United Therapeutics,73
Brugmann University Hospital,73
Kyungpook National University Hospital,73
"National Cancer Institute, Naples",73
Universidade Federal de Sao Carlos,73
AdventHealth,73
Helse Stavanger HF,73
Postgraduate Institute of Dental Sciences Rohtak,73
"Alkermes, Inc.",72
Hull University Teaching Hospitals NHS Trust,72
Denver Health and Hospital Authority,72
Universiteit Antwerpen,72
Centre Hospitalier Intercommunal Creteil,72
Azidus Brasil,72
Torrent Pharmaceuticals Limited,72
Glaxo Wellcome,72
Cornell University,71
Cukurova University,71
Hamad Medical Corporation,71
"Daiichi Sankyo Co., Ltd.",71
Singapore National Eye Centre,71
Istanbul Medipol University Hospital,71
Wills Eye,71
"Coordinación de Investigación en Salud, Mexico",71
Boston University Charles River Campus,71
Grünenthal GmbH,71
Beni-Suef University,71
Shanghai 10th People's Hospital,71
Centre d'Investigation Clinique et Technologique 805,70
"The University of Tennessee, Knoxville",70
"Xuanwu Hospital, Beijing",70
Drexel University,70
Oxford University Hospitals NHS Trust,70
Biotronik SE & Co. KG,70
Beijing Chao Yang Hospital,70
Kaohsiung Veterans General Hospital.,70
The Leeds Teaching Hospitals NHS Trust,70
UCB Biopharma S.P.R.L.,70
University of Delaware,70
Region Örebro County,70
University of Kansas,70
Jagiellonian University,69
"Southwest Hospital, China",69
Beijing Friendship Hospital,69
Hartford Hospital,69
Henan Cancer Hospital,69
First Affiliated Hospital of Zhejiang University,69
Cordis Corporation,69
Cancer Research UK,69
St. Luke's-Roosevelt Hospital Center,69
Central South University,69
"Hospital Authority, Hong Kong",69
Medical Research Council,68
New Mexico Cancer Care Alliance,68
Children's Hospital of Eastern Ontario,68
University at Buffalo,68
Mackay Memorial Hospital,68
NorthShore University HealthSystem,68
"Dong-A ST Co., Ltd.",68
Maisonneuve-Rosemont Hospital,68
Q-Med AB,68
"National Cancer Centre, Singapore",68
HK inno.N Corporation,67
University of Sydney,67
Universidade do Porto,67
"Jinling Hospital, China",67
French Cardiology Society,67
University of Southampton,67
InSightec,67
Al-Azhar University,67
University of Thessaly,67
"Queen's University, Belfast",67
Instituto de Investigación Hospital Universitario La Paz,66
The First Affiliated Hospital of Guangzhou Medical University,66
University of Hawaii,66
Institut Cancerologie de l'Ouest,66
Universidad Complutense de Madrid,66
ResMed,66
Wenzhou Medical University,66
Medtronic Endovascular,66
Vejle Hospital,66
Texas A&M University,65
Universidade Estadual Paulista Júlio de Mesquita Filho,65
Istituto Ortopedico Galeazzi,65
Cubist Pharmaceuticals LLC,65
Hutchison Medipharma Limited,65
Janssen-Cilag International NV,65
San Diego State University,65
Shalvata Mental Health Center,65
Joslin Diabetes Center,65
Burzynski Research Institute,65
Lundquist Institute for Biomedical Innovation at Harbor-UCLA Medical Center,64
Fujian Medical University,64
University of Giessen,64
"University Hospital, Essen",64
University of Waterloo,64
Western Galilee Hospital-Nahariya,64
NSABP Foundation Inc,64
Medical Universtity of Lodz,64
Massachusetts Eye and Ear Infirmary,63
Newcastle-upon-Tyne Hospitals NHS Trust,63
Hennepin Healthcare Research Institute,63
University of Exeter,63
Green Cross Corporation,63
Providence Health & Services,63
Universidade Federal do Rio Grande do Norte,63
"University of California, Berkeley",63
AIDS Clinical Trials Group,63
Montreal Heart Institute,63
Fundación Pública Andaluza para la gestión de la Investigación en Sevilla,62
"Instituto Valenciano de Infertilidad, IVI VALENCIA",62
Tang-Du Hospital,62
Hackensack Meridian Health,62
University Hospital of Ferrara,62
Aswan University Hospital,62
National and Kapodistrian University of Athens,62
Copenhagen University Hospital at Herlev,62
Centre Hospitalier Régional Metz-Thionville,62
Jules Bordet Institute,62
GERCOR - Multidisciplinary Oncology Cooperative Group,62
Canadian Cancer Trials Group,62
Centre Hospitalier Universitaire de la Réunion,61
Germans Trias i Pujol Hospital,61
Oregon Research Institute,61
Children's National Research Institute,61
Merz Pharmaceuticals GmbH,61
Taro Pharmaceuticals USA,61
"University Children's Hospital, Zurich",60
Procter and Gamble,60
Kyunghee University Medical Center,60
MedtronicNeuro,60
University College Cork,60
Cancer Trials Ireland,60
Ono Pharmaceutical Co. Ltd,60
The University of New South Wales,60
Sun Yat-Sen Memorial Hospital of Sun Yat-Sen University,60
University of Luebeck,60
Unilever R&D,60
University of East Anglia,60
"Institute of Tropical Medicine, Belgium",60
Korea University Anam Hospital,60
Universität Duisburg-Essen,60
NICHD Neonatal Research Network,60
"Nanjing First Hospital, Nanjing Medical University",59
Shanghai Ninth People's Hospital Affiliated to Shanghai Jiao Tong University,59
Universidad Católica San Antonio de Murcia,59
The HIV Netherlands Australia Thailand Research Collaboration,59
"Ethicon, Inc.",59
Theravance Biopharma,59
Fisher and Paykel Healthcare,59
Steno Diabetes Center Copenhagen,59
Shanghai Chest Hospital,59
Aesculap AG,59
Ataturk University,59
ALK-Abelló A/S,59
Hôpital le Vinatier,59
Groupe Hospitalier Pitie-Salpetriere,59
Hospital Universitari de Bellvitge,59
Repros Therapeutics Inc.,58
Lexicon Pharmaceuticals,58
Zekai Tahir Burak Women's Health Research and Education Hospital,58
University of Ottawa,58
Kocaeli University,58
Beijing Anzhen Hospital,58
Octapharma,58
New York University,58
UPECLIN HC FM Botucatu Unesp,58
Università degli Studi dell'Insubria,58
Hellenic Oncology Research Group,58
University of Regensburg,58
Albany Medical College,58
Guangzhou Institute of Respiratory Disease,58
University of Malaga,58
EMS,58
Warner Chilcott,58
Texas Woman's University,57
3M,57
Geisinger Clinic,57
Aljazeera Hospital,57
Fondazione Italiana Linfomi ONLUS,57
Medical University of Silesia,57
The Medicines Company,57
Johnson & Johnson Consumer and Personal Products Worldwide,57
Jazz Pharmaceuticals,57
University of Parma,57
Akdeniz University,57
Gangnam Severance Hospital,57
First Affiliated Hospital of Harbin Medical University,57
"University of Colorado, Boulder",57
"Sixth Affiliated Hospital, Sun Yat-sen University",57
The Affiliated Nanjing Drum Tower Hospital of Nanjing University Medical School,57
